2053	Ma?ina za ?a?e/?olje	NULL
2054	Kuhinjski element plo?a za kuhanje sa kola	NULL
2055	Klima ure?aj Jork DG 1S BSES	PP-2
2057	Pe?at ALF-OM-2 B.Luka	NULL
2058	Monitor 19 AC V193HQVB	NULL
2059	Ra?unar-ku?i?te	NULL
2060	Laptop Profesario CQ56-150SM ser,br.S/CNF 0445KBG	NULL
2061	Ra?unar	GP
2064	Mobilni telefon Nokia 63031 Classic	NULL
2065	Mobilni telefon Nokia 63031 Classic	NULL
2066	Mobilni telefon Nokia BL-5CT 065/711-563 (336)	NULL
2067	Mobilni telefon Samsung GTC6112 065/856930(249)	NULL
2068	Mobilni telefon Samsung GTC6112 065/464513 240	SERVIS 4
2069	Hard disk ekster-USB 2.0.	SPC
2070	Klima ICX-12GW/Xi	SIT
2071	Stroj za uvez sa  ljepilom JB-2 360400	SPC
2072	Radna stolica	NULL
2073	Ruter D-link	PANTEON
2074	UPS APC ES 500	MARKETING
2075	Tabla zidna -bijela	SP
2076	Police za artikle	MAL
2077	Police za artikle	MAL
2078	Police za artikle	MAL
2079	Police za artikle	MAL
2080	Ma?ina za ?tampanje koverata Pitney Bowes W790	PAK
2081	Fiksni telefon Panasonic KX-TG1311FX	NULL
2082	Metalna polica	ARH
2083	PP aparat u autu tip S3  598-T-041	NULL
2084	Metalna polica	ARH
2085	Metalna polica	ARH
2086	Mobilni telefoni amsung C5510 066/808-061(337)	MOB
2087	Automatska rampa	POR
2088	Mobilni telefon Nokia C5 065/140-175 (202)	NULL
2089	Monitor Samsung SM931	SPC
2090	Monitor Samsung SM920N	SERVIS 3
2091	Swich d-link DKVM	NULL
2092	Swich d-link DKVM	SERVIS 3
2093	Radni sto	NULL
2094	PP aparat 7831 tip. S-6	MODR
2095	Ormar-plakar	MODR
2096	Crijevo za vodu na koturu 50m	PH
2097	Foto aparati DMC-FT3EP-S	NULL
2098	Pe?at ALF-OM br. 2 Banja Luka (tip.Color Print 30)	NULL
2099	Ormari?-siva/postolje za fax	MAL
2100	Kuhinjski sto inox aluminijum (60x60cm)	KUH
2101	Kuhinjski sto inox aluminijum (60x60cm)	KUH
2102	Kuhinjski sto inox aluminijum (60x60cm)	KUH
2103	Kuhinjski sto inox aluminijum (60x60cm)	KUH
2104	Kuhinjski sto inox aluminijum (60x60cm)	KUH
2105	Radni sto	Servis 2
2106	Radni sto	Servis 2
2107	Radni sto	NULL
2108	Radni sto	NULL
2109	Police za artikle-metalna plava	Servis 2
2110	Police za artikle-metalna plava	Servis 2
2112	Police za artikle-metalna plava	Servis 2
2113	Police za artikle-metalna plava	Servis 2
2114	Radna stolica	NULL
2115	Radna stolica	NULL
2116	Radna stolica	MODR
2117	Radna stolica	PP-2
2118	Zvu?nici (2 kom)	NULL
2119	Radna stolica	MODR
2120	Polica metalna 1x4	SIT
2121	Radna stolica	Servis 2
2122	Fiksni telefon Panasonoc KX-TSC11	NULL
2123	Radijator elektri?ni-zidni	NULL
2124	Radijator elektri?ni-zidni	NULL
2125	Polica za registratore	ARH
2126	Polica za registratore	ARH
2127	Polica za registratore	ARH
2128	Polica za registratore	ARH
2129	"Pe?at Colop Printer30 ""ALF-OM"" d.o.o. dru?tvo"	PRODAJA
2130	"Pe?at Colop Printer30 ""ALF-OM"" d.o.o. dru?tvo"	TENDERI
2131	"Pe?at Colop Printer30 ""ALF-OM"" d.o.o. dru?tvo"	SEFP
2132	"Pe?at Colop Printer30 ""ALF-OM"" d.o.o. dru?tvo-4"	NULL
2133	"Pe?at Colop Printer30 ""ALF-OM"" d.o.o. dru?tvo"	NULL
2133059370	Xerox DC-425 fotokopirni aparat-reparirani-2133059	NULL
2133668112	Kopir aparat XEROX DC 220 repariran-2133668112	NULL
2133670230	Xerox DC-220/230 fotokopirni aparat-reparirani-213	NULL
2133778643	Xerox DC-220 ST fotokopirni aparat-reparirani-2133	NULL
2135	"Pe?at Colop Printer30 ""ALF-OM"" d.o.o. dru?tvo"	NULL
2135182560	Xerox DC-220/230 fotokopirni aparat-repariran- 21i	NULL
2136	"Pe?at Colop Printer30 ""ALF-OM"" d.o.o. dru?tvo"	NULL
2137	Pe?at-suvi ?ig (klje?ta)	DIREKCIJA
2138	Fiksni telefon Panasonoc KX-TSC11FX-1BAKC101626	SP
2139	Zvu?nici SP Energy S250 2.1 (set 3 kom)	NULL
2140028307	Xerox DC-340 fotokopirni aparat-2140028307	Servis BL
2140570560	Xerox DC-332ST  fotokopirni aparat-reparirani-2140	NULL
2140608788	Xerox DC-332 ST fotokopirni aparat-reparirani-2140	NULL
2140748784	Xerox DC-432 fotokopirni aparat-reparirani-2140748	NULL
2141	Laptop notebook HP 4530a A1D43EA	NULL
2142	Unimer (digitalni)	Servis 2
2143	Lemilica 220V 30W (160150)	Servis 2
2144	Rezalica elit ASI-10 (0,5 KUT)	DIREKCIJA
2145	Grill kontakt elit CG-10SS (0,333 KUT)	DIREKCIJA
2145050637	Xerox DC-432 fotokopirni aparat-reparirani-2145050	NULL
2146	Mikrovalna sharp R240BX	AP-2
2147	Vaga 5KG color	DIREKCIJA
2148	Stolica-bife  (Ines-H10390)	KUH
2149	Stolica-bife  (Ines-H10390)	KUH
2150	Stolica-bife  (Ines-H10390)	KUH
2151	Stolica-bife  (Ines-H10390)	KUH
2152	Stolica-bife  (Ines-H10390)	KUH
2153	Stolica-bife  (Ines-H10390)	KUH
2154	Stolica-bife  (Ines-H10390)	KUH
2155	Stolica-bife  (Ines-H10390)	KUH
2156	Stolica-bife  (Ines-H10390)	KUH
2157	Stolica-bife  (Ines-H10390)	KUH
2158	Stolica-bife  (Ines-H10390)	KUH
2159	Stolica-bife  (Ines-H10390)	KUH
2160	Stolica-bife  (Ines-H10390)	KUH
2161	Stolica-bife  (Ines-H10390)	KUH
2162	Stolica-bife  (Ines-H10390)	KUH
2163	Stolica-bife  (Ines-H10390)	KUH
2164	Stolica-bife  (Ines-H10390)	KUH
2165	Stolica-bife  (Ines-H10390)	KUH
2166	Stolica-bife  (Ines-H10390)	KUH
2167	Stolica-bife  (Ines-H10390)	KUH
2168	Monitor	SIT
2169	Ra?unar-ku?i?te	NULL
2170	Fiskalni printer-profesional+display(hybrid MP VP)	Servis 2
2173	Tojota yaris 1.33 dual VVT-i HB 5D ( A95-O-441)	DIREKCIJA
2174	Polica za registratore	ARH
2175	Polica za registratore	ARH
2176	Polica za registratore	ARH
2177	Polica za registratore	ARH
2178	Posuda za ?lag crem profi 1/1	NULL
2179	Mobilni telefon Samsung GTS5200	SERVIS 3
2180	Radni sto	NULL
2181	Radni sto	PP-2
2182	Fiskalna kasa-ME altera	Servis 2
2183	Ormar drveni dvokrilni (sivi)	MODR
2184	Radna stolica	MODR
2185	Radna stolica	MODR
2186	Kuhinjski element	SPC
2187	Grijalica kvarcna	POR
2188	Unimer Max Tec	MODR
2189	Stala?e aluminiske vezuju?e	PSV
2190	Kolica ru?na	NULL
2191	Ormari? mali sivi	NULL
2192	Ormari? mali sivi	PS
2193	Ormari? mali sivi	SP
2195	Vje?alica za garderobu-siva	SP
2196	Fri?ider LG	KUH
2197	Radni sto-pult (sivi)	NULL
2198	Ma?ina za ljepljenje koverti ( Dot-O-Matic)	SPC
2199	Ma?ina za sje?enje vizit karti	SPC
2200	Ma?ina za bigovanje-elektri?na	SPC
2202	Radna stolica	SERVIS 1
2203	Radni sto	SERVIS 1
2204	Mobilni telefon Samsung GT-S5610	NULL
2205	Mobilni telefon Samsung GT-S5610	NULL
2206	Mobilni telefon Samsung GT-S5610	NULL
2207	Mobilni telefon Samsung GT-S5610	NULL
2208	Mobilni telefon Samsung GT-S5610	NULL
2209	Mobilni telefon Samsung GT-S5610	SERVIS 4
2210	Mobilni telefon Samsung GT-S5610	SERVIS 1
2211	Mobilni telefon Samsung GT-S5610	DIG
2212	Mobilni telefon Samsung GT-S5610	NULL
2213	Mobilni telefon Samsung GT-S5610	SERVIS 1
2214	Mobilni telefon Samsung GT-S5610	SERVIS 4
2215	Mobilni telefon Samsung GT-S5610	NULL
2216	Mobilni telefon Samsung GT-S5610	NULL
2217	Mobilni telefon Samsung GT-S5610	NULL
2218	Mobilni telefon Samsung GT-S5610	NULL
2219	Mjerna letva za naftni rezervoar V-20m3	KO
2220	Mercedes-Benz CLS350CDI BE (A36-T-043)	DIREKCIJA
2221	Klima ventilkonvektor RW plus 28 art.20035808	IT
2224	Ra?unar-ku?i?te	PAK
2225	Laptop Satellite C850-125-3C206831R	SERVIS 4
2226	Pe?at-suvi ?ig (klje?ta)	PRODAJA SA
2227	Monitor 19 LG W1946S-BF	NULL
2228	Torba za laptop TSM005EU-15	SERVIS 1
2229	Telefon mobilni LG A200 crni	NULL
2230	Telefon mobilni LG A200 crni 065/464-512 (241)	Servis SA
2231	Telefon mobilni LG A200 crni (239)	NULL
2231108222	Xerox DC-425DC fotokopirni aparat-reparirani-22311	NULL
2231208642	Xerox DC-332 fotokopirni aparat-2231208642	NULL
2231210159	Kopir aparat Xerox DC-425ST polovan-2231210159	NULL
2231210175	Xerox DC-425ST fotokopirni aparat-reparirani- 2231	NULL
2232	Mobilni telefoni HTC black	DIREKCIJA
2232113319	Kopir aparat XEROX C35 reparirani-2232113319	NULL
2232374554	Kopir aparat XEROX C35 reparirani-2232374554	NULL
2232503982	Kopir aparat XEROX C35 reparirani-2232503982	NULL
2233	Caddy furgon volkswagen A71-A-170	Servis SA
2234	Fiat Panda E23-K-553	SERVIS 1
2235	Fiat Panda O61-M-349	Servis SA
2236	Fiat Panda  T12-M-574	SERVIS 4
2237	Caddy Volkswagen T09-J-703	Servis SA
2238	Caddy Volkswagen E23-K-514	Servis SA
2239	Caddy Volkswagen  J25-O-988	SERVIS 1
2240	Fiat Panda T16-A-112	SERVIS 4
2241	Fiat Panda O82-M-019	NULL
2242	Fiat Panda O82-M-020	NULL
2243	Numeri?ka tastatura 1110 USB	NULL
2244	No? za sje?enje-potezni	MAL
2245	LAptop Satellite C855-1	SERVIS 1
2247	Monitor 19 Asus VW190DE	NULL
2248	Telefon Fiksni Panasonic KX-TS880	NULL
2249	Police za artikle-metal-staklo mala	PP-2
2250	Police za artikle-metal-staklo mala	MAL
2251	Ma?ina za bigovanje-perforirka tip H1/50 SBr 20726	SPC
2252	PP aparat S-9 1098	SPC
2253	Plastifikator Raco Lam 231-B110132	SPC
2254	Metalna polica	PAK
2255	Pokretni stol Kern-kolica	PAK
2256	PP aparat S-9	MBL
2257	Laptop Toshiba tecra A11-1DT	NULL
2259	Kalkulator-digitron	PRODAJA
2260	Ormari? sa ladicama	NULL
2261	Stalak za noge	SEFP
2262	?ita?i kartica TWN3-S/N TWN3001634	SERVIS 1
2264	?krip	PS
2265	Laptop notebook HP 4740 i3-ivy+torba+punja?	NULL
2266	Laptop HP 45455 B6N44EA	DIREKCIJA
2267	Kompresor Einhel BT-AC 230/24	PH
2268	Fen za vru?i zrak BT-HA2000	SIT
2269	Detektor novca DTN GE MD1784	PO-1D
2270	Laptop not LN G580 B830	NULL
2271	Fiksni telefon Panasonic KX-TSC11-PQPK14544YA	SEFP
2272	Ra?unar-ku?i?te	SERVIS 1
2273	PP aparat tip S9 br. 24935	MODR
2274	Telefon mobilni HTC One (M7)	DIREKCIJA
2275	Telefon mobilni HTC One (M7)	NULL
2276	Telefon mobilni Nokia 202 ASHA	NULL
2277	Telefon mobilni Nokia 202 ASHA	NULL
2278	Telefon mobilni Nokia 202 ASHA	SERVIS 3
2279	Telefon mobilni Nokia 202 ASHA	NULL
2280	Lampa stolna E27 60W crna 4215	Servis 2
2281	?krip 80 mm Basoc (plavi)	Servis 2
2282	Ra?unar-ku?i?te	SERVIS 1
2285	Tablet goclever R75	PRODAJA
2286	PlastifikatorGBC fusion 3000L-A3	SPC
2287	Kolica za pranje podova	NULL
2288	PP aparat S9 br.24273	MAL
2289	PP aparat tip S9 br. 25031	SIT
2290	"Pe?at Colop Printer30 ""ALF-OM"" d.o.o. dru?tvo"	NULL
2292	PP aparat S-6	MBL
2293	Vilju?kar paletar	MBL
2294	Monitor Samsung	MAG-5
2295	Radna stolica	SERVIS 1
2296	PP aparat u autu 15155 tip S-2A O61-M-349	Servis SA
2297	Radna stolica	NULL
2298	Radni sto	SERVIS 4
2299	Radna stolica	SERVIS 4
2300	Ma?ina za kori?enje IBICO tip. IBICO-KOMBO	SPC
2301	PP aparat-u autu tip S-2 s.p. K04-J-782	NULL
2302	PP aparat u autu 082-M-019	NULL
2303	Fiksni telefon panasonic KX-T7565-6FCSE029897	NULL
2304	Swich net D-LINK	NULL
2305	PP aparat u autu 082-M-020	NULL
2306	Torba za laptop Xerox	NULL
2307	Torbe sa alatom- ALU kofer TC03N	SERVIS 1
2307M102707	TOSHIBA B-EV4T- POS PRINTER-2307M102707	BIJELJINA
2308	Torbe sa alatom- ALU kofer TC03N	MAG-5
2309	Torbe sa alatom- ALU kofer TC03N	SERVIS 1
2310	Torbe sa alatom- ALU kofer TC03N	SERVIS 1
2311	Torbe sa alatom- ALU kofer TC03N	MAG-5
2312	Torbe sa alatom- ALU kofer TC03N	MAG-1
2314	Torbe sa alatom- ALU kofer TC03N	SERVIS 1
2315	Ra?unar-ku?i?te	NULL
2316	Kalkulator citizen CDC80 RDWB crveni	SEFP
2318	Police metalne za registratore	ARH
2319	Police metalne za registratore	ARH
2320	Police metalne za registratore	ARH
2321	Police metalne za registratore	ARH
2322	Police metalne za registratore	ARH
2324	Ra?unar-ku?i?te	SEFP
2325	Ra?unar-ku?i?te	NULL
2326	Telefon mobilni Huawei Y-530-black	NULL
2327	Telefon mobilni Allview simply S-5-ser. br. 99918	MAL
2328	Telefon mobilni Allview simply S-5-ser.br.-98407	MAL
2329	Telefon mobilni Allview simply S-5-ser.br.-97615	NULL
2330	Telefon mobilni Allview simply S-5-ser.br.-98381	MAL
2331	Telefon mobilni Allview simply S-5-ser.br.-97607	MAL
2332	Telefon mobilni Allview simply S-5-ser.br.-97631	SERVIS 4
2333	Telefon mobilni Allview simply S-5-ser.br.-97870	SERVIS 1
2334	Telefon mobilni Allview simply S-5-ser.br.-98431	NULL
2335	Telefon mobilni Allview simply S-5-ser.br.-98522	NULL
2336	Telefon mobilni Allview simply S-5-ser.br.-97920	NULL
2337	Telefon mobilni Allview simply S-5-ser.br.-98449	DIG
2338	Telefon mobilni Allview simply S-5-ser.br.-97557	NULL
2339	Telefon mobilni Allview simply S-5-ser.br.-97581	ODR.OBJEKT
2340	Telefon mobilni Allview simply S-5-ser.br.-98423	SERVIS 1
2341	Telefon mobilni Allview simply S-5-ser.br.-97938	NULL
2342	Ra?unar ku?i?te	PAK
2343	Kalkulator-digitron Citizen CDC80-sivi-120502	SEFP
2344	Bu?ilica za papir BXB-40 listova (40101003)	SEFP
2345	Mobilni telefon Nokia 6303 661U-RM638	NULL
2347	Mobilni telefon Nokia 1020 Lumia black (0)	PRODAJA
2348	Ra?unar-ku?i?te	SEFP
2349	Ra?unar-ku?i?te	PRODAJA
2350	Ra?unar-ku?i?te	PRODAJA
235002178	PRN LSR OCE VP-2090-235002178	Servis BL
2351	Pumpa potopna za prljavu vodu-AH4170682	MODR
2352	Pumpa potopna za prljavu vodu-AH4170682	MODR
2353	Police metalne (600x900) 4x4	PSV-2
2354	Police metalne (600x900) 4x4	PSV-2
2355	Police metalne (600x900) 4x4	PSV-2
2356	Police metalne (600x900) 4x4	PSV-2
2357	Fiksni telefon Panasonic KX-T2375FXW-2HBFA026865	NULL
2358	Fiksni telefon Panasonic KX-T2375FXW-5HAKC071004	NULL
2359	Fiksni telefon Panasonic KX-T2375FXW-2HBFA028743	SEFP
2360	Kamera za video nadzor M633KR IR 650TVL-VK-239	VP
236000304	Printer PRN LSR OCE VP 3090-236000304	Servis BL
2361	Telefon be?i?ni PN KX-TG2511FXM	DIREKCIJA
2362	Ra?unar-ku?i?te	NULL
2363	Set za lemljenje ZD-920	NULL
2364	Softver za kontrolu ?rampe GB-1600	NULL
236400387	OCE LSR Vario print 2110 polovan-236400387	Servis BL
236400431	PRN LSR OCE VP-2110-236400431	Servis BL
236401552	Kopir aparat PRN LSR OCE  PRINT 2110-236401552	B.LUKA
2365	Lemilica 25W	NULL
2366	Auto putni?ko Renault Clio-O38-A-302	DIREKCIJA
2367	Ogledalo fi 600 mm	NULL
2368	Hard disk eksterni WD MZ CLOUD 3TI	DIREKCIJA
2369	Monitor 22 LG 22M35A-B 21,5	PAK
2371	Monitor 19 LG 20M35A-B	NULL
2372	Monitor 19 LG 20M35A-B	TENDERI
2373	Monitor 22 LG 22M45D-b 21,5	SERVIS 1
2374	Ra?unar-ku?i?te	MARKETING
2375	Zemlji?te-Poslovna zona  2330 m2	NULL
2376	Gra?evinski objekat-Poslovna zona 130m2	NULL
2377	Uni?tava? papira Acco rexel promax V60WS	TENDERI
2378	Monitor UltraSharp U2412M TFT 1920x1200	MARKETING
2379	Radna stolica-crvena	SIT
2381	Radna stolica-crvena	SERVIS 3
2382	Swich TPL TL-SF1008D	SF
2383	Telefon mobilni Allview simply S-5-bijeli	Servis SA
2384	Telefon mobilni Allview simply S-5-bijeli	Servis SA
2385	Telefon mobilni Allview simply S-5-bijeli	Servis SA
2386	Telefon mobilni Allview simply S-5-bijeli	Servis SA
2387	Telefon mobilni Allview simply S-5-bijeli	Servis SA
2388	?ita? kartica -terminal profesional-MP04016	NULL
2389	?ita? kartica -terminal USB-MU02016	NULL
2390	Televizor Goldstar	PP-2
2391	Merdevine drvene velike-7 gazi?ta	PH
2392	Video spliter net HDMI 8 portni DS-43300	MAL
2394	PP aparat 25073 S-9	IV-SPRAT
2396	Telefon panasonic KX-TS 500 FXR-crveni	NULL
2397	Baterijska lampa M2A116	SERVIS 1
2399	Ra?unar-ku?i?te	SERVIS 1
2400	Torbe sa alatom- ALU kofer TC03N	SERVIS 1
2401	Dr?a? ljepljive trake-veliki	PAK
2402	Swich	PO-1D
2403	Ormari? sa ladicama-crveni	NULL
2404	Ra?unar-ku?i?te-G3220	SERVIS 1
2405	Monitor 19 LG 19M35A-B	NULL
2406	Ra?unar-ku?i?te	PRODAJA SA
2407	Ra?unar-ku?i?te	PRODAJA SA
2408	Radna stolica-eko ko?a crna	NULL
2409	Monitor 19 LG 19M35A-B	Servis 2
2410	Tablet LN YOGA 210-4G-TTL71005453	DIREKCIJA
2411	Hard disk ekster SAM 1TB 2,5 M3	NULL
2412	"Pe?at Colop Printer30 ""ALF-OM"" d.o.o. dru?tvo-4"	SERVIS 1
2413	Pe?at za protokol	NULL
2414	Wireless mod TL-WR1043ND	SP
2415	Fiksni telefon digital PN-KX-DT521	SERVIS 4
2416	No? za sje?enje fellowes astro A4	PAK
2417	Nosa? folije za plastificiranje A3/75 GBC	PAK
2418	UPS fortron 1500VA	SIT
2419	Kasa za novac  (250x200x90)	NULL
2420	Ormar-plakar	SPC
2421	Ormar-plakar	SPC
2422	Drvena polica	SPC
2423	Mobilni telefon ACER LIQUID Z500 PROMO	PRODAJA
2424	Radna stolica eko ko?a crna	NULL
2425	Laptop Lenovo G5030-UF059JZJ	SERVIS 3
2426	Printer Toshiba B-EV4t-TS14-QM-R-bar kod	NULL
2427	Pe?at 4912-Tehni?ki ispravno vozilo	NULL
2428	Pe?at 4912-Tehni?ki ispravno vozilo	SERVIS 1
2429	Mobilni telefon Acer Liquid Z500	PRODAJA
2430	BAR KOD-?ita? Cipherlab 8001C-EKA452986	NULL
2431	Radna stolica-eko ko?a crna	MODR
2432	Potopna pumpaGH-DP 7835-2015/01-HR-14-2089	MODR
2433	Zemlji?te-22535 M2-ZOOLO?KI VRT	NULL
2435	Plastifikator INPAI-FM 360	SPC
2436	?ita? bar koda MK 5145-2M14232464	NULL
2438	Fiksni telefon KX-TS820-3AAKA002823	KO
2439	PRN PT Brother PTH300YJ1-M4Z510461	SERVIS 4
2440	Net SWC TPL TL-SF1008D-214A608001157	IT
2441	 Auto IVECO DAILY 35S12-E86-T-780	NULL
2442	PRN PT BROTHER PTH300YJ1+adapter-C5Z895443	NULL
2443	PRN PT BROTHER PTH300YJ1-C5Z895438	NULL
2444	PRN PT BROTHER PTH300YJ1-C5Z895439	MAG-5
2445	Telefon mobilni SAM SM-G800FZBASEE	NULL
2446	Telefon mobilni ACER LIQUID E700	NULL
2447	Ra?unar-ku?i?te	NULL
2448	Mobilni telefon Acer Liquid E700-HMHF9EE005531018A	NULL
2449	Ruter RB 450G-33B6022A1109	POR
2450	UPS	POR
2451	Lampa sally argento	NULL
2452	Auto teretno Fiat punto-K90-T-434	NULL
2453	PP u autu Fiat punto-K90-T-434	NULL
2454	Agregat tip 5KJA55ATSB-1508A0944	PH
2455	Ure?aj za kontrolu pristupa i ev.rad.vremenu	POR
2456	Server Proxy CPU Pentium G3250	SIT
2457	Laptop Dell 5558-i3-5005u-JZK1562	NULL
2458	DACIA DOKKER VAN-E05-T-691	NULL
2459	Radijator elektri?ni zidni-114315	NULL
2460	Radijator elektri?ni zidni-114315	NULL
2461	Softver za servis	PS
2463	Printer za ozna?avanje uti?nica Ptouch 1000 Brothe	SIT
2464	Radna stolica	POR
2465	Ormari? sa ladicama	SPC
2467	Polica za artikle metalna	MAG-2
2468	Radna stolica-crna rukohvatima	NULL
2469	Radna stolica-crna rukohvatima	NULL
2470	Radna stolica-crna rukohvatima	NULL
2471	Monitor LG 20M35A	NULL
2472	Stala?e aluminiske vezuju?e	MAG-6
2473	Stala?e aluminiske vezuju?e	MAG-6
2474	Stala?e aluminiske vezuju?e	MAG-6
2475	Stala?e aluminiske vezuju?e	MAG-1
2476	Metalna polica 1/4	MAG-1
2477	Polica za artikle metalna	MAG-4
2478	Polica za artikle metalna	MAG-4
2479	Polica za artikle metalna	MAG-4
2480	Switch CISCO SG 200-50 port-DNI1935045N	POR
2481	Laptop Del Insperion 3542-5Z0JP52	NULL
2482	PP aparat S-9-ser.br.25005	PH
2483	Laptop HP Probook 470 G3-5CD5454VZS	NULL
2484	Monitor 19 ASVS197DE_SBR	NULL
2485	Lemilica 25W	Servis 2
2486	GPS ure?aj-E05-T-691	NULL
2487	Radna stolica jupiter	NULL
2488	Hard disk ekster dodotak black-ST0022ERK000494	SIT
2489	PP aparat u autu-K04-J-782	NULL
2490	Ra?unar-ku?i?te	NULL
2491	Ra?unar-ku?i?te	NULL
2492	Ra?unar-ku?i?te	NULL
2493	Ra?unar-ku?i?te	NULL
2494	?ita? bar koda MK 5145 31A38-2M15442099	NULL
2495	Bojler Gorenje 5L	WC-P
2496	Ra?unar-ku?i?te	NULL
2498	Digitalni videorecorder DS7216HGHI-SA/1-533943462	PO-1D
2499	 Televizor AV 49UF694V-601MASX7H918	NULL
2500	Web service enabler GS-1020-4916000511090511	NULL
2501	Web service enabler GS-1020-1954210511090511	NULL
2502	Web service enabler GS-1020-3132460511090513	NULL
2503	Web service enabler GS-1020-3356590511090511	NULL
2504	Web service enabler GS-1020-4357060511090511	NULL
2505	?ita?i kartica TWN3-S/N TWN3500218	NULL
2506	Ra?unar HP	SIT
2507	Mobilni telefoni Prestigio 5450 duo	NULL
2508	Mobilni telefoni Prestigio multiphone PAP4044duo	NULL
2509	Radijator elek.zidni-VER 200	PRIZEMLJE
2510	Radijator elek.zidni-VER 200	MODR
2511	Radijator elek.zidni-VER 200	GALERIJA
2512	Radijator elek.zidni-VER 200	MODR
2513	Radijator elek.zidni-VER 200	PRIZEMLJE
2514	Radijator elek.zidni-VER 240	PRIZEMLJE
2515	Radijator elek.zidni-VER 240	Servis 2
2516	Mobilni telefon PAP4044duo-20533811120	NULL
2517	Monitor 23 AS VX239H-FCLMTJ027142	NULL
2518	Monitor 22 LG 22M38A-601NTMXDY907	NULL
2519	Kamera za video nadzor HD 607 AHD 960P 1,3M	IV-SPRAT
2520	Kamera za video nadzor HD 607 AHD 960P 1,3M	III-SPRAT
2521	Kamera za video nadzor HD 607 AHD 960P 1,3M	III-SPRAT
2522	Kamera za video nadzor HD 607 AHD 960P 1,3M	II-SPRAT
2523	Kamera za video nadzor HD 607 AHD 960P 1,3M	II-SPRAT
2524	Kamera za video nadzor HD 607 AHD 960P 1,3M	I-SPRAT
2525	Kamera za video nadzor HD 607 AHD 960P 1,3M	I-SPRAT
2526	Kamera za video nadzor HD 607 AHD 960P 1,3M	GG-DESNO
2527	Kamera za video nadzor HD 607 AHD 960P 1,3M	?ALTER SAL
2528	Kamera za video nadzor HD 610 AHD 960P 1,3M	PARKING-ZG
2529	Kamera za video nadzor HD 610 AHD 960P 1,3M	PARKING-ST
2530	Kamera za video nadzor HD 610 AHD 960P 1,3M	PARKING-RA
2531	Snima? za video nadzor AHD 3016 720p	POR
2532	Snima? za video nadzor AHD 3016 720p	POR
2533	Kolica za pranje podova	NULL
2534	Mobilni telefon Acer liquid-HMHHU6EU0026223E9884NM	NULL
2535	TEL MOB GIGABYTE GSMART Elite LTE	NULL
2536	Monitor 20 Dell E2016H-ser. br. CDPFX72	NULL
2537	Mobilni telefon UTOK 351D crni-860833023924882	NULL
2538	Kamera za video nadzor HD-607	MAL
2539	Kamera za video nadzor HD-607	MAL
2540	Kamera za video nadzor HD-607	MAL
2541	Kamera za video nadzor HD-607	MAL
2542	Kamera za video nadzor HD-607	POR
2543	Kamera za video nadzor HD-607	POR
2544	Daljinomjer laserski GLM 80 P-511082531	NULL
2545	Radna stolica nargo PVC	NULL
2546	Ra?unar-ku?i?te	NULL
2547	Bu?ilica za papir 2 rupe fornax-crvena	NULL
2548	Ra?unar-ku?i?te	SIT
2549	Lemilica 25 W	NULL
2551	Mobilni telefon Samsung SM-J710FZDNSEE	NULL
2552	NET RT MIK ROUTERBOARD 750GR2 HEX	PO-1D
2553	GPS URE?AJ 5883-T38-M-065	NULL
2554	Laptop Acer Aspire F5-573G-53AX-NXGD6EX0116231AAD8	NULL
2555	Radni stol	DIREKCIJA
2556	Sofa Croom	SOP
2557	Stolica tilanda-rezeda boje	NULL
2558	Fiksni telefon KX-TS500-6HAKI072080	NULL
2559	Fiksni telefon KX-TS500-6HAKI072172	NULL
2560	Radna stolica-FOTELJA lga 69-CRNA	NULL
2561	Radna stolica-FOTELJA lga 69-CRNA	NULL
2562	Radna stolica-FOTELJA lga 69-CRNA	NULL
2563	Radna stolica-FOTELJA AMY	NULL
2564	Polica za registratore	K-8
2565	Radna stolica Chelsea-tapacirana	NULL
2566	Radni sto hrastov masiv-okrugli	K-7
2567	Ra?unar-ku?i?te-CPU INT CORE I3-4170	NULL
2568	Ra?unar-ku?i?te-CPU INT CORE I3-4170	NULL
2569	Monitor 23 AS VX239H-G6LMTJ014887	NULL
2570	Mobilni telefon Samsung galaxy S7 edge 32GB silver	NULL
2571	Mobilni telefon Samsung galaxy S7 edge 32GB silver	NULL
2572	Fiksni telefon KX-TS500 (6HAK1072228)	NULL
2573	Radna stolica-FOTELJA SEMIR-SIVA	K-7
2574	Radna stolica-FOTELJA SEMIR-SIVA	K-7
2575	Radna stolica Lucija mini C-02-crvena	SERVIS 3
2576	Radna stolica Lucija mini C-02-crvena	SERVIS 3
2577	Radna stolica Lucija mini C-02-crvena	NULL
2578	Kuhinjski elementi  Delta-wenge-bijela	KUH
2579	Radna stolica taurus PN-crna	NULL
2580	Radna stolica taurus PN-crna	NULL
2581	Radna stolica taurus PN-crna	NULL
2582	Radna stolica taurus PN-crna	NULL
2583	Radna stolica taurus PN-crna	NULL
2584	Radna stolica taurus PN-crna	NULL
2585	Radna stolica taurus PN-crna	NULL
2586	Radna stolica taurus PN-crna	NULL
2587	Radna stolica taurus PN-crna	NULL
2588	Radna stolica taurus PN-crna	NULL
2589	Radna stolica taurus PN-crna	NULL
2590	Radna stolica taurus PN-crna	NULL
2591	Mikrovalna pe? GE73/A Samsung	KUH
2592	Kuhalo za vodu K0299130 tefal	KUH
